Harbour Lane Logistics
Outbound shipments
Exported 2026-06-30

Tracking No,Ship Date,Destination Port,Carrier,Weight (kg),Pallet Count,Declared Value,Customs Ref
HL-001263,2026-05-14,Felixstowe,DHL,271.7,25,36634.67,CR-01263
HL-001264,2026-01-19,Rotterdam,FedEx,78.63,5,47831.4,CR-01264
HL-001265,2026-06-07,Algeciras,UPS,297.32,9,29742.43,CR-01265
HL-001266,2026-02-14,Algeciras,FedEx,329.32,19,31395.75,CR-01266
HL-001267,2026-03-25,Piraeus,UPS,52.67,23,13241.15,CR-01267
HL-001268,2026-03-01,Gdansk,DHL,150.65,20,1891.2,CR-01268
HL-001269,2026-01-08,Felixstowe,DHL,199.97,1,27780.46,CR-01269
HL-001270,2026-05-05,Rotterdam,Maersk,43.92,20,27954.56,CR-01270
HL-001271,2026-05-01,Felixstowe,Maersk,71.47,11,24148.92,CR-01271
HL-001272,2026-02-04,Algeciras,Maersk,303.19,6,35970.94,CR-01272
HL-001273,2026-02-23,Algeciras,DHL,59.69,21,45584.37,CR-01273
HL-001274,2026-01-20,Rotterdam,UPS,306.06,25,20491.01,CR-01274
HL-001275,2026-03-31,Piraeus,DHL,93.64,24,39362.88,CR-01275
HL-001276,2026-04-05,Gdansk,DHL,262.01,26,19909.85,CR-01276
HL-001277,2026-05-31,Rotterdam,Maersk,327.16,26,5190.62,CR-01277
HL-001278,2026-05-19,Felixstowe,Maersk,165.61,10,47151.87,CR-01278
HL-001279,2026-02-02,Algeciras,Maersk,75.8,15,23548.26,CR-01279
HL-001280,2026-02-12,Rotterdam,FedEx,288.88,23,8946.33,CR-01280
HL-001281,2026-06-09,Rotterdam,UPS,342.61,3,16029.13,CR-01281
HL-001282,2026-01-01,Felixstowe,Maersk,117.61,13,6853.52,CR-01282
HL-001283,2026-02-14,Gdansk,DHL,305.7,14,4402.57,CR-01283
HL-001284,2026-06-19,Felixstowe,UPS,327.09,18,26448.91,CR-01284
HL-001285,2026-02-04,Algeciras,DHL,15.3,9,47162.62,CR-01285
HL-001286,2026-05-17,Piraeus,UPS,359.92,3,3557.75,CR-01286
HL-001287,2026-03-07,Felixstowe,UPS,378.64,19,23687.87,CR-01287
HL-001288,2026-06-23,Algeciras,Maersk,74.63,9,18612.89,CR-01288
HL-001289,2026-02-05,Felixstowe,UPS,219.09,24,27501.2,CR-01289
HL-001290,2026-05-13,Gdansk,Maersk,7.38,15,45332.39,CR-01290
HL-001291,2026-05-04,Algeciras,DHL,10.49,9,44492.71,CR-01291
HL-001292,2026-05-24,Gdansk,DHL,139.01,9,15290.91,CR-01292
HL-001293,2026-02-13,Felixstowe,FedEx,127.33,22,13959.48,CR-01293
HL-001294,2026-04-13,Felixstowe,DHL,29.81,10,4552.83,CR-01294
HL-001295,2026-05-06,Piraeus,FedEx,287.16,9,24689.37,CR-01295
HL-001296,2026-01-15,Felixstowe,UPS,316.28,8,18148.68,CR-01296
HL-001297,2026-03-24,Rotterdam,DHL,51.09,14,7776.18,CR-01297
HL-001298,2026-05-20,Piraeus,UPS,294.65,16,31594.32,CR-01298
HL-001299,2026-01-15,Gdansk,DHL,46.45,15,43397.04,CR-01299
HL-001300,2026-02-03,Rotterdam,DHL,353.91,2,36983.02,CR-01300
HL-001301,2026-04-22,Rotterdam,Maersk,24.26,6,3833.79,CR-01301
HL-001302,2026-03-31,Felixstowe,Maersk,322.77,15,41531.67,CR-01302
HL-001303,2026-02-19,Rotterdam,DHL,97.33,26,23443.26,CR-01303
HL-001304,2026-05-29,Rotterdam,UPS,287.93,17,24779.94,CR-01304
HL-001305,2026-02-22,Gdansk,DHL,204.72,4,24627.75,CR-01305
HL-001306,2026-03-12,Rotterdam,UPS,270.3,12,10258.11,CR-01306
HL-001307,2026-06-02,Rotterdam,DHL,310.08,14,20403.92,CR-01307
HL-001308,2026-03-25,Algeciras,DHL,353.05,16,5524.59,CR-01308
HL-001309,2026-05-28,Rotterdam,Maersk,260.7,8,37598.04,CR-01309
HL-001310,2026-01-25,Rotterdam,DHL,125.05,22,9252.23,CR-01310
HL-001311,2026-05-07,Rotterdam,DHL,279.31,26,2750.09,CR-01311
HL-001312,2026-03-14,Gdansk,UPS,65.36,18,36246.18,CR-01312
HL-001313,2026-05-05,Rotterdam,DHL,287.28,25,27800.69,CR-01313
HL-001314,2026-06-24,Felixstowe,FedEx,340.45,11,41270.66,CR-01314
HL-001315,2026-06-19,Piraeus,DHL,121,15,11250.64,CR-01315
HL-001316,2026-02-12,Gdansk,DHL,316.5,5,47428.42,CR-01316
HL-001317,2026-03-30,Rotterdam,DHL,339.97,15,27150.94,CR-01317
HL-001318,2026-01-12,Rotterdam,UPS,48.16,15,13727.12,CR-01318
HL-001319,2026-03-13,Piraeus,Maersk,95.87,11,19708.81,CR-01319
HL-001320,2026-01-24,Felixstowe,UPS,266.25,18,47163.98,CR-01320
HL-001321,2026-05-16,Felixstowe,DHL,207.72,21,25614.21,CR-01321
HL-001322,2026-02-28,Rotterdam,UPS,311.27,17,42767.51,CR-01322
HL-001323,2026-04-21,Rotterdam,UPS,358.67,20,34132.62,CR-01323
HL-001324,2026-01-13,Rotterdam,FedEx,52.24,7,41027.04,CR-01324
HL-001325,2026-05-27,Rotterdam,UPS,61.4,25,16753.67,CR-01325
HL-001326,2026-06-10,Felixstowe,UPS,92.05,11,13515.81,CR-01326
HL-001327,2026-04-17,Felixstowe,DHL,25.88,21,33815.15,CR-01327
HL-001328,2026-01-02,Felixstowe,FedEx,181.15,2,8084.57,CR-01328
HL-001329,2026-02-11,Felixstowe,UPS,119.63,18,21892.58,CR-01329
HL-001330,2026-02-09,Gdansk,DHL,359.2,3,19354.95,CR-01330
HL-001331,2026-06-25,Algeciras,UPS,265.81,4,45929.99,CR-01331
HL-001332,2026-03-14,Algeciras,Maersk,79.91,25,45326.78,CR-01332
HL-001333,2026-06-28,Rotterdam,UPS,223.45,24,34889.54,CR-01333
HL-001334,2026-06-15,Felixstowe,UPS,282.47,18,41808.41,CR-01334
HL-001335,2026-03-01,Rotterdam,UPS,96.43,7,17699.17,CR-01335
HL-001336,2026-02-27,Gdansk,UPS,224.52,21,22297.21,CR-01336
HL-001337,2026-05-03,Algeciras,Maersk,268.01,13,4942.12,CR-01337
HL-001338,2026-06-05,Gdansk,Maersk,82.25,18,6969.32,CR-01338
HL-001339,2026-01-14,Rotterdam,DHL,99.92,8,892.81,CR-01339
HL-001340,2026-01-03,Piraeus,DHL,293.7,19,8525,CR-01340
HL-001341,2026-03-29,Gdansk,UPS,62.87,5,21054.98,CR-01341
HL-001342,2026-05-24,Algeciras,UPS,250.25,5,4179.03,CR-01342
HL-001343,2026-03-30,Rotterdam,FedEx,163.06,4,33843.62,CR-01343
HL-001344,2026-03-21,Rotterdam,UPS,42.85,5,38308.93,CR-01344
HL-001345,2026-05-05,Piraeus,DHL,24.84,20,3642.16,CR-01345
HL-001346,2026-01-22,Rotterdam,Maersk,271.17,20,8885.25,CR-01346
HL-001347,2026-03-16,Felixstowe,FedEx,232.43,4,15671.36,CR-01347
HL-001348,2026-05-23,Felixstowe,Maersk,142.52,23,38830.59,CR-01348
HL-001349,2026-01-13,Algeciras,UPS,127.22,16,37820.67,CR-01349
HL-001350,2026-01-27,Rotterdam,DHL,250.86,6,822.79,CR-01350
HL-001351,2026-01-16,Rotterdam,UPS,98.96,7,12823.22,CR-01351
HL-001352,2026-01-31,Gdansk,DHL,296.65,14,11207.74,CR-01352
HL-001353,2026-04-27,Rotterdam,Maersk,136.89,2,46441.72,CR-01353
HL-001354,2026-02-13,Rotterdam,DHL,196.23,11,14425.72,CR-01354
HL-001355,2026-04-26,Rotterdam,Maersk,344.46,17,37956.9,CR-01355
HL-001356,2026-04-20,Algeciras,UPS,94.3,6,13056.21,CR-01356
HL-001357,2026-04-26,Felixstowe,DHL,269.31,21,22610.84,CR-01357
HL-001358,2026-05-05,Felixstowe,DHL,150.02,15,25221.3,CR-01358
HL-001359,2026-01-01,Algeciras,DHL,62.37,23,10425,CR-01359
HL-001360,2026-02-02,Piraeus,DHL,151.96,14,47941.86,CR-01360
HL-001361,2026-05-02,Algeciras,FedEx,50.79,21,8023.04,CR-01361
HL-001362,2026-02-24,Rotterdam,UPS,376.99,13,46148.14,CR-01362
HL-001363,2026-04-26,Algeciras,DHL,16.96,23,9087.86,CR-01363
HL-001364,2026-01-27,Rotterdam,FedEx,209.08,7,37956.87,CR-01364
HL-001365,2026-02-26,Felixstowe,DHL,236.26,16,44236.84,CR-01365
HL-001366,2026-03-27,Algeciras,DHL,182.93,20,1702.67,CR-01366
HL-001367,2026-04-16,Gdansk,UPS,49.85,11,23395.78,CR-01367
HL-001368,2026-04-20,Algeciras,Maersk,252.44,16,36082.59,CR-01368
HL-001369,2026-04-06,Algeciras,DHL,8.03,19,13494.91,CR-01369
HL-001370,2026-04-10,Felixstowe,UPS,218.21,8,4946.39,CR-01370
HL-001371,2026-06-22,Felixstowe,DHL,246.74,21,15234.06,CR-01371
HL-001372,2026-01-07,Gdansk,DHL,117.44,22,1444.7,CR-01372
HL-001373,2026-01-04,Felixstowe,UPS,145.55,6,7666.36,CR-01373
HL-001374,2026-03-27,Algeciras,DHL,238.46,14,37837.45,CR-01374
HL-001375,2026-01-08,Gdansk,DHL,355.6,5,27632.19,CR-01375
HL-001376,2026-03-31,Felixstowe,Maersk,117.54,9,39325.41,CR-01376
HL-001377,2026-02-12,Felixstowe,UPS,62.2,11,4853.49,
HL-001378,2026-03-31,Felixstowe,FedEx,49.74,5,23673.44,CR-01378
HL-001379,2026-04-05,Rotterdam,UPS,269.7,9,21288.57,CR-01379
HL-001380,2026-04-20,Felixstowe,Maersk,372.18,19,27093.69,CR-01380
HL-001381,2026-05-31,Felixstowe,Maersk,24.92,21,250.55,CR-01381
HL-001382,2026-05-11,Felixstowe,DHL,333.93,17,26635.28,CR-01382
HL-001383,2026-05-06,Felixstowe,FedEx,56.16,19,7459.92,CR-01383
HL-001384,2026-05-21,Felixstowe,Maersk,121.54,7,6695.62,CR-01384
HL-001385,2026-02-24,Piraeus,UPS,365.28,11,47404.01,CR-01385
HL-001386,2026-02-19,Gdansk,UPS,32.8,17,30585.21,CR-01386
HL-001387,2026-04-15,Felixstowe,DHL,146.15,11,21056.85,
HL-001388,2026-01-07,Piraeus,UPS,143.68,2,2340.82,CR-01388
HL-001389,2026-03-07,Rotterdam,DHL,116.33,25,19141.71,CR-01389
HL-001390,2026-03-20,Algeciras,DHL,66.25,26,46140.69,CR-01390
HL-001391,2026-03-04,Gdansk,Maersk,73.49,22,13653.51,CR-01391
HL-001392,2026-01-19,Felixstowe,FedEx,161.89,7,1183.77,CR-01392
HL-001393,2026-04-02,Felixstowe,Maersk,126.54,7,36932.47,CR-01393
HL-001394,2026-06-11,Felixstowe,Maersk,298.99,9,20344.92,CR-01394
HL-001395,2026-06-20,Felixstowe,DHL,139.72,1,19955.44,CR-01395
HL-001396,2026-04-20,Algeciras,FedEx,14.92,21,2791.04,CR-01396
HL-001397,2026-06-16,Felixstowe,Maersk,265.13,25,29009.95,CR-01397
HL-001398,2026-04-27,Felixstowe,DHL,236.54,26,44370.28,CR-01398
HL-001399,2026-02-11,Algeciras,Maersk,357.11,26,33598.95,CR-01399
HL-001400,2026-05-13,Felixstowe,FedEx,224.01,16,23369.8,CR-01400
HL-001401,2026-02-02,Piraeus,DHL,100.27,11,42946.54,CR-01401
HL-001402,2026-03-04,Rotterdam,Maersk,47.24,12,746.48,CR-01402
HL-001403,2026-01-19,Felixstowe,FedEx,140.16,14,18313.46,CR-01403
HL-001404,2026-04-20,Gdansk,DHL,187.19,16,20288.91,CR-01404
HL-001405,2026-01-18,Rotterdam,FedEx,224.5,20,20602.9,CR-01405
HL-001406,2026-02-06,Piraeus,DHL,251.52,19,31213.08,CR-01406
HL-001407,2026-05-26,Felixstowe,UPS,162.45,21,32286.8,CR-01407
HL-001408,2026-01-18,Rotterdam,FedEx,122.47,12,30383.43,CR-01408
HL-001409,2026-01-23,Felixstowe,DHL,114.12,17,17191.23,CR-01409
HL-001410,2026-06-17,Rotterdam,DHL,90.16,18,27339.55,CR-01410
HL-001411,2026-03-10,Felixstowe,UPS,228.03,21,1730.23,CR-01411
HL-001412,2026-05-30,Rotterdam,DHL,159.33,21,24622.49,CR-01412
HL-001413,2026-01-15,Rotterdam,UPS,167.69,11,31778.95,
HL-001414,2026-01-26,Rotterdam,UPS,16.9,17,6388.28,CR-01414
HL-001415,2026-01-27,Rotterdam,UPS,114.89,16,8324.41,CR-01415
HL-001416,2026-06-08,Rotterdam,FedEx,277.42,12,25786.19,CR-01416
HL-001417,2026-06-12,Felixstowe,DHL,65.03,24,3054.24,CR-01417
HL-001418,2026-04-30,Rotterdam,Maersk,74.91,25,4022.91,CR-01418
HL-001419,2026-03-05,Rotterdam,DHL,349.52,22,29477.79,
HL-001420,2026-04-03,Rotterdam,UPS,366.01,8,6382.14,CR-01420
HL-001421,2026-04-09,Algeciras,UPS,303.42,4,41514.08,CR-01421
HL-001422,2026-03-05,Rotterdam,DHL,378.57,23,27806.93,CR-01422
HL-001423,2026-05-18,Rotterdam,UPS,247.75,10,4182.8,CR-01423
HL-001424,2026-06-07,Rotterdam,UPS,294.02,12,47331.64,CR-01424
HL-001425,2026-06-09,Gdansk,UPS,19.48,11,2630.02,CR-01425
HL-001426,2026-06-01,Piraeus,DHL,52.93,23,30333.94,CR-01426
HL-001427,2026-05-30,Gdansk,UPS,93.17,10,4426.21,CR-01427
HL-001428,2026-03-20,Rotterdam,Maersk,131.82,24,44986.45,CR-01428
HL-001429,2026-04-01,Felixstowe,FedEx,248.29,13,24127.59,CR-01429
HL-001430,2026-06-11,Gdansk,DHL,297.78,12,23822.61,CR-01430
HL-001431,2026-03-16,Rotterdam,DHL,67.64,2,17549.91,CR-01431
HL-001432,2026-03-27,Rotterdam,UPS,200.14,4,8177.14,CR-01432
HL-001433,2026-05-11,Gdansk,UPS,236.2,16,7545.5,CR-01433
HL-001434,2026-06-11,Gdansk,FedEx,324.31,14,32212.2,CR-01434
HL-001435,2026-05-07,Felixstowe,UPS,229.2,10,14943.17,CR-01435
HL-001436,2026-01-14,Rotterdam,UPS,108,1,32788.42,
HL-001437,2026-04-04,Rotterdam,UPS,23.38,10,5615.64,CR-01437
HL-001438,2026-06-14,Algeciras,UPS,307,19,22745.14,CR-01438
HL-001439,2026-05-10,Felixstowe,DHL,0.83,15,31337.51,CR-01439
HL-001440,2026-06-20,Felixstowe,DHL,236.08,14,46174.86,CR-01440
HL-001441,2026-02-16,Piraeus,DHL,249.1,14,18904.68,CR-01441
HL-001442,2026-05-20,Algeciras,UPS,265.17,7,40105.34,CR-01442
HL-001443,2026-06-16,Rotterdam,Maersk,87.08,26,45909.45,CR-01443
HL-001444,2026-03-07,Piraeus,UPS,275.31,15,18671.16,CR-01444
HL-001445,2026-04-28,Rotterdam,UPS,377.76,20,29349.97,CR-01445
HL-001446,2026-03-18,Felixstowe,FedEx,24.12,10,6337.56,CR-01446
HL-001447,2026-03-06,Gdansk,FedEx,309.17,4,19045.17,CR-01447
HL-001448,2026-06-07,Gdansk,DHL,10.59,11,39612.83,CR-01448
HL-001449,2026-02-09,Felixstowe,FedEx,187.85,25,14156.79,CR-01449
HL-001450,2026-06-08,Gdansk,UPS,218.68,4,37269.5,CR-01450
HL-001451,2026-01-09,Algeciras,UPS,22.46,8,17655.58,CR-01451
HL-001452,2026-02-06,Rotterdam,FedEx,186.42,4,27537.73,CR-01452
HL-001453,2026-04-06,Gdansk,Maersk,97.4,18,32332.76,CR-01453
HL-001454,2026-04-11,Felixstowe,UPS,177.8,11,37933.49,CR-01454
HL-001455,2026-04-09,Piraeus,FedEx,137.95,10,29223.45,CR-01455
HL-001456,2026-03-03,Gdansk,FedEx,358.57,20,21878.35,CR-01456
HL-001457,2026-06-18,Piraeus,FedEx,130.55,10,41950.92,CR-01457
HL-001458,2026-02-06,Gdansk,UPS,284.92,10,19992.78,CR-01458
HL-001459,2026-02-25,Felixstowe,UPS,309.43,12,34560.57,CR-01459
HL-001460,2026-05-09,Rotterdam,Maersk,166.42,3,17719.43,CR-01460
HL-001461,2026-06-04,Piraeus,DHL,236.44,25,18827.66,CR-01461
HL-001462,2026-05-23,Felixstowe,DHL,305.36,2,19875.25,CR-01462
HL-001463,2026-04-30,Gdansk,DHL,355.72,9,3285.32,CR-01463
HL-001464,2026-03-26,Algeciras,DHL,99.2,2,4708,
HL-001465,2026-03-05,Felixstowe,DHL,70.43,16,7697.09,CR-01465
HL-001466,2026-03-16,Rotterdam,FedEx,54.6,13,806.51,CR-01466
HL-001467,2026-04-01,Gdansk,FedEx,365.65,23,30271.08,CR-01467
HL-001468,2026-06-07,Piraeus,UPS,374.39,16,30325.32,CR-01468
HL-001469,2026-06-09,Felixstowe,FedEx,122.85,18,36774.12,CR-01469
HL-001470,2026-03-20,Felixstowe,FedEx,30.66,20,13116.1,CR-01470
HL-001471,2026-03-09,Felixstowe,UPS,352.33,9,41221.37,CR-01471
HL-001472,2026-05-01,Rotterdam,UPS,129.18,15,24821.94,CR-01472
HL-001473,2026-02-16,Felixstowe,FedEx,79.19,16,44413.89,CR-01473
HL-001474,2026-05-18,Rotterdam,DHL,346.83,13,39024.41,CR-01474
HL-001475,2026-03-27,Rotterdam,UPS,347.96,11,4801.72,CR-01475
HL-001476,2026-01-12,Gdansk,FedEx,226.64,8,2615.49,CR-01476
HL-001477,2026-03-06,Rotterdam,FedEx,357.97,19,21149.96,CR-01477
HL-001478,2026-03-04,Algeciras,DHL,36.82,2,31830.58,CR-01478
HL-001479,2026-01-31,Piraeus,Maersk,302.42,25,655.96,CR-01479
HL-001480,2026-04-13,Piraeus,DHL,211.93,17,17024.22,CR-01480
HL-001481,2026-02-28,Rotterdam,Maersk,214.16,8,40811.99,CR-01481
HL-001482,2026-05-02,Rotterdam,UPS,3.03,10,14774.39,CR-01482
HL-001483,2026-02-23,Rotterdam,DHL,348.48,22,24565.55,CR-01483
HL-001484,2026-02-26,Gdansk,DHL,182.5,24,24537.09,CR-01484
HL-001485,2026-06-13,Rotterdam,UPS,321.23,16,16196.29,CR-01485
HL-001486,2026-05-30,Felixstowe,FedEx,182.34,11,27437.02,CR-01486
HL-001487,2026-05-17,Rotterdam,UPS,358.1,11,41041.42,CR-01487
HL-001488,2026-01-28,Felixstowe,UPS,172.28,20,33793.15,CR-01488
HL-001489,2026-04-30,Rotterdam,UPS,170.18,23,2194.44,CR-01489
HL-001490,2026-02-01,Rotterdam,Maersk,12.71,1,20601.62,CR-01490
HL-001491,2026-01-18,Felixstowe,DHL,52.28,7,15461.15,CR-01491
HL-001492,2026-01-29,Gdansk,UPS,67.31,10,44419.19,CR-01492
HL-001493,2026-01-13,Rotterdam,FedEx,142.56,22,41133.16,CR-01493
HL-001494,2026-05-21,Piraeus,FedEx,78.03,14,28707.49,CR-01494
HL-001495,2026-05-13,Rotterdam,FedEx,339.17,1,24531.84,CR-01495
HL-001496,2026-04-12,Gdansk,DHL,360.52,21,1814.9,CR-01496
HL-001497,2026-05-12,Gdansk,DHL,199.14,10,36892.43,CR-01497
HL-001498,2026-05-15,Gdansk,DHL,113.84,7,13776.01,
HL-001499,2026-06-08,Felixstowe,UPS,371.29,5,34442.09,CR-01499
HL-001500,2026-06-14,Gdansk,UPS
HL-001501,2026-05-24,Rotterdam,FedEx,151.75,1,5599.73,CR-01501,late entry
HL-001502,2026-06-26,Rotterdam,UPS,79.02,23,10420.35,CR-01502
HL-001503,2026-06-09,Gdansk,DHL,166.41,25,30604.36,CR-01503
HL-001504,2026-06-11,Rotterdam,DHL,358.92,12,31382.61,CR-01504
HL-001505,2026-06-10,Gdansk,DHL,63.3,18,17179.29,CR-01505
HL-001506,2026-01-14,Piraeus,DHL,94.71,9,11607.79,CR-01506
HL-001507,2026-04-14,Piraeus,UPS,343.8,12,921.16,CR-01507
HL-001508,2026-05-09,Felixstowe,DHL,138.42,9,17293.51,CR-01508
HL-001509,2026-03-22,Rotterdam,DHL,250.95,21,42678.59,CR-01509
HL-001510,2026-01-29,Rotterdam,DHL,320.16,4,7880.61,CR-01510
HL-001511,2026-04-14,Felixstowe,UPS,119.98,24,45329.91,
HL-001512,2026-03-16,Rotterdam,DHL,296.75,9,3523.83,CR-01512
HL-001513,2026-01-22,Piraeus,DHL,256.29,22,33249.73,CR-01513
HL-001514,2026-03-18,Rotterdam,FedEx,29.28,3,18945.32,CR-01514
HL-001515,2026-03-09,Rotterdam,DHL,200.66,22,13110.09,CR-01515
HL-001516,2026-03-02,Felixstowe,DHL,48.2,17,1863.5,CR-01516
HL-001517,2026-02-03,Algeciras,DHL,139.09,23,45816.36,CR-01517
HL-001518,2026-05-24,Felixstowe,DHL,256.06,10,41234.03,CR-01518
HL-001519,2026-01-22,Felixstowe,Maersk,330.41,2,35798.49,CR-01519
HL-001520,2026-01-21,Felixstowe,FedEx,79.66,11,27796.82,CR-01520
HL-001521,2026-01-27,Algeciras,UPS,202.33,18,4941.61,CR-01521
HL-001522,2026-01-26,Felixstowe,UPS,62.86,4,16466.78,
HL-001523,2026-01-24,Rotterdam,Maersk,340.33,4,24626.57,CR-01523
HL-001524,2026-06-18,Algeciras,UPS,338.42,21,29284.57,CR-01524
HL-001525,2026-03-25,Gdansk,DHL,245.64,13,16366.17,CR-01525
HL-001526,2026-02-24,Gdansk,DHL,346.73,24,29491.41,CR-01526
HL-001527,2026-01-01,Rotterdam,Maersk,46.35,19,42412.24,CR-01527
HL-001528,2026-04-01,Piraeus,DHL,184.42,10,41598.42,CR-01528
HL-001529,2026-02-11,Gdansk,FedEx,59.04,15,4846.56,CR-01529
HL-001530,2026-02-04,Rotterdam,DHL,208.09,14,1641.7,CR-01530
HL-001531,2026-06-06,Algeciras,UPS,184.61,10,23190.36,CR-01531
HL-001532,2026-06-10,Gdansk,DHL,144.86,20,15817,CR-01532
HL-001533,2026-03-28,Algeciras,Maersk,60.48,3,24217.31,CR-01533
HL-001534,2026-06-19,Gdansk,DHL,274.48,20,38441.69,CR-01534
HL-001535,2026-02-18,Rotterdam,DHL,150.04,23,20259.15,CR-01535
HL-001536,2026-01-22,Algeciras,FedEx,125.31,10,30319.27,CR-01536
HL-001537,2026-05-05,Rotterdam,FedEx,102.92,25,18066.36,CR-01537
HL-001538,2026-03-10,Rotterdam,DHL,77.24,18,8442.23,CR-01538
HL-001539,2026-02-08,Felixstowe,Maersk,118.46,7,4503.93,CR-01539
HL-001540,2026-05-26,Felixstowe,Maersk,56.95,14,23401.04,CR-01540
HL-001541,2026-06-05,Rotterdam,DHL,165.12,18,14223.26,CR-01541
HL-001542,2026-03-10,Felixstowe,FedEx,154.13,21,28421.34,CR-01542
HL-001543,2026-01-02,Piraeus,Maersk,323.47,13,39507.8,CR-01543
HL-001544,2026-04-25,Rotterdam,DHL,204.94,23,28742.92,CR-01544
HL-001545,2026-03-13,Piraeus,DHL,202.07,19,3972.08,CR-01545
HL-001546,2026-01-28,Algeciras,FedEx,369.53,18,6657.58,CR-01546
HL-001547,2026-03-12,Gdansk,Maersk,132.79,21,47801.73,CR-01547
HL-001548,2026-04-11,Felixstowe,UPS,72.92,2,26054.31,CR-01548
HL-001549,2026-05-04,Felixstowe,DHL,350.71,1,698.3,
HL-001550,2026-06-04,Felixstowe,Maersk,101.52,21,42051.06,CR-01550
HL-001551,2026-06-04,Gdansk,DHL,159.2,2,4375.14,CR-01551
HL-001552,2026-02-21,Rotterdam,DHL,360.19,17,32265.02,CR-01552
HL-001553,2026-05-04,Rotterdam,DHL,247.32,13,43317.55,CR-01553
HL-001554,2026-06-23,Piraeus,FedEx,16.75,13,10607.41,CR-01554
HL-001555,2026-03-21,Gdansk,FedEx,135.41,24,42326.82,CR-01555
HL-001556,2026-06-14,Rotterdam,UPS,173.18,10,29844.89,CR-01556
HL-001557,2026-05-18,Rotterdam,DHL,74.57,14,45762.12,CR-01557
HL-001558,2026-04-15,Gdansk,UPS,170.27,12,13242.73,CR-01558
HL-001559,2026-02-26,Felixstowe,UPS,109.73,12,26026.19,CR-01559
HL-001560,2026-01-29,Algeciras,Maersk,332.79,16,25198.03,CR-01560
HL-001561,2026-01-30,Felixstowe,FedEx,238.8,2,20899.4,CR-01561
HL-001562,2026-01-15,Felixstowe,UPS,233.27,7,26671.08,CR-01562
HL-001563,2026-05-15,Algeciras,FedEx,259.63,24,287.71,CR-01563
HL-001564,2026-01-12,Gdansk,DHL,161.22,17,18459.47,CR-01564
HL-001565,2026-06-20,Felixstowe,DHL,208.5,23,19099.37,CR-01565
HL-001566,2026-02-10,Algeciras,UPS,10.74,6,19595.71,CR-01566
HL-001567,2026-05-09,Rotterdam,UPS,336.99,6,17444.31,
HL-001568,2026-05-13,Felixstowe,UPS,185.29,4,36336.29,CR-01568
HL-001569,2026-03-26,Algeciras,DHL,22.15,20,731.68,CR-01569
HL-001570,2026-02-20,Rotterdam,FedEx,277.1,5,39094.82,CR-01570
HL-001571,2026-04-20,Felixstowe,Maersk,130.81,4,34884.62,
HL-001572,2026-03-26,Felixstowe,UPS,287.68,14,42345.74,CR-01572
HL-001573,2026-02-08,Gdansk,Maersk,178.6,18,31229.1,CR-01573
HL-001574,2026-05-13,Rotterdam,Maersk,307.05,11,15888.81,CR-01574
HL-001575,2026-06-18,Felixstowe,FedEx,112.46,2,45638.9,CR-01575
HL-001576,2026-03-19,Felixstowe,DHL,96.28,3,43863.06,CR-01576
HL-001577,2026-04-27,Gdansk,UPS,14.75,24,10411.29,CR-01577
HL-001578,2026-05-24,Gdansk,FedEx,335.94,4,10539.09,CR-01578
HL-001579,2026-02-03,Rotterdam,FedEx,349.2,16,20504.74,CR-01579
HL-001580,2026-06-03,Gdansk,FedEx,221,7,16038,CR-01580
HL-001581,2026-06-08,Rotterdam,UPS,167.4,23,18760.42,CR-01581
HL-001582,2026-04-18,Rotterdam,FedEx,340.37,2,40038.72,CR-01582
HL-001583,2026-06-23,Felixstowe,UPS,359.76,6,27961.09,CR-01583
HL-001584,2026-06-03,Rotterdam,FedEx,368.66,17,25888.49,CR-01584
HL-001585,2026-02-15,Felixstowe,DHL,247.16,21,36850.18,CR-01585
HL-001586,2026-02-26,Rotterdam,DHL,377.14,18,23345.38,CR-01586
HL-001587,2026-04-06,Felixstowe,DHL,143.5,5,38997.85,
HL-001588,2026-02-25,Felixstowe,DHL,334.55,24,16043.82,CR-01588
HL-001589,2026-01-15,Algeciras,UPS,157.27,18,40341.52,CR-01589
HL-001590,2026-06-05,Rotterdam,DHL,70.76,6,32517.3,CR-01590
HL-001591,2026-01-02,Rotterdam,UPS,379.83,2,15894.79,CR-01591
HL-001592,2026-03-04,Rotterdam,UPS,111.22,7,25703.39,
HL-001593,2026-02-10,Rotterdam,DHL,339.14,16,33025.72,CR-01593
HL-001594,2026-02-10,Algeciras,DHL,344.05,14,20919.58,CR-01594
HL-001595,2026-06-14,Rotterdam,UPS,378.05,8,20250.8,CR-01595
HL-001596,2026-01-28,Rotterdam,FedEx,39.82,22,8075.97,CR-01596
HL-001597,2026-04-27,Gdansk,DHL,50.89,18,16888.94,CR-01597
HL-001598,2026-06-09,Rotterdam,UPS,64.7,8,20085.13,CR-01598
HL-001599,2026-01-05,Rotterdam,Maersk,36.71,11,14941.8,CR-01599
HL-001600,2026-03-03,Rotterdam,Maersk,41.87,23,42634.85,CR-01600
HL-001601,2026-05-13,Rotterdam,DHL,297.66,8,40546.13,CR-01601
HL-001602,2026-01-21,Felixstowe,UPS,306.64,24,25998.8,CR-01602
HL-001603,2026-03-04,Felixstowe,DHL,351.91,23,4783.16,CR-01603
HL-001604,2026-01-28,Gdansk,FedEx,360.02,23,16649.84,CR-01604
