Date,Transaction Type,No.,Memo/Description,Account No.,Account,Debit,Credit,Created By,Created
,,,Supplier invoice 5478,1010,Cash and cash equivalents:Operating account,,"1,163.34",,
10/05/2025,Bill,1650,Supplier invoice 5463,5010,Cost of sales:Materials,669.07,,d.okonkwo,10/05/2025 5:17:27 PM
,,,Supplier invoice 5463,2010,Accounts payable,,669.07,,
10/06/2025,Bill Payment (Check),1608,Payment to supplier 5382,2010,Accounts payable,"13,622.02",,System Administrator,10/06/2025 3:26:11 AM
,,,Payment to supplier 5382,1010,Cash and cash equivalents:Operating account,,"13,622.02",,
10/06/2025,Payment,1623,Customer payment 5411,1010,Cash and cash equivalents:Operating account,"1,208.80",,m.laurent,10/06/2025 8:36:02 PM
,,,Customer payment 5411,1200,Accounts receivable,,"1,208.80",,
10/06/2025,Vendor Credit,1665,Supplier credit 5496,2010,Accounts payable,"1,804.98",,a.varga,10/06/2025 10:50:35 PM
,,,Supplier credit 5496,6400,Travel and entertainment,,"1,804.98",,
10/06/2025,Invoice,1674,Retainer 5511,1200,Accounts receivable,"10,740.61",,s.pettersen,10/06/2025 8:08:58 PM
,,,Retainer 5511,4020,Revenue:Services,,"8,950.51",,
,,,Retainer 5511,2100,Sales tax payable,,"1,790.10",,
10/07/2025,Journal Entry,1619,Deferred revenue release,2400,Deferred revenue,"4,585.33",,System Administrator,10/07/2025 11:50:59 PM
,,,Deferred revenue release,4020,Revenue:Services,,"4,585.33",,
10/07/2025,Invoice,1647,Progress billing 5458,1200,Accounts receivable,"21,060.60",,System Administrator,10/07/2025 7:25:53 PM
,,,Progress billing 5458,4020,Revenue:Services,,"17,550.50",,
,,,Progress billing 5458,2100,Sales tax payable,,"3,510.10",,
10/07/2025,Invoice,1662,Licence renewal 5489,1200,Accounts receivable,"11,758.86",,s.pettersen,10/07/2025 12:42:07 PM
,,,Licence renewal 5489,4030,Revenue:Support,,"9,799.05",,
,,,Licence renewal 5489,2100,Sales tax payable,,"1,959.81",,
10/08/2025,Bill,1613,Monthly service 5392,5020,Cost of sales:Freight,"7,377.59",,d.okonkwo,10/08/2025 9:11:36 PM
,,,Monthly service 5392,2010,Accounts payable,,"7,377.59",,
10/08/2025,Journal Entry,1654,Revaluation of foreign balances,6900,Foreign exchange gain or loss,"1,491.72",,s.pettersen,10/08/2025 11:52:29 AM
,,,Revaluation of foreign balances,1200,Accounts receivable,,"1,491.72",,
10/09/2025,Journal Entry,1636,Accrual reversal,2050,Accrued liabilities,"1,178.56",,a.varga,10/09/2025 10:27:29 AM
,,,Accrual reversal,6300,Marketing,,"1,178.56",,
10/09/2025,Sales Receipt,1671,Progress billing 5506,1010,Cash and cash equivalents:Operating account,"3,573.30",,d.okonkwo,10/09/2025 9:58:30 PM
,,,Progress billing 5506,4010,Revenue:Product,,"2,977.75",,
,,,Progress billing 5506,2100,Sales tax payable,,595.55,,
10/10/2025,Credit Memo,1668,Credit note 5501,4090,Sales discounts,700.24,,s.pettersen,10/10/2025 10:57:42 AM
,,,Credit note 5501,1200,Accounts receivable,,700.24,,
10/11/2025,Invoice,1642,Retainer 5447,1200,Accounts receivable,"1,811.77",,a.varga,10/11/2025 6:32:23 AM
,,,Retainer 5447,4010,Revenue:Product,,"1,509.81",,
,,,Retainer 5447,2100,Sales tax payable,,301.96,,
10/12/2025,Expense,1607,Purchase order 5379,6200,Professional fees,762.02,,System Administrator,10/12/2025 12:13:45 AM
,,,Purchase order 5379,1010,Cash and cash equivalents:Operating account,,762.02,,
10/12/2025,Transfer,1667,Transfer between bank accounts,1020,Cash and cash equivalents:Payroll account,"45,910.26",,System Administrator,10/12/2025 7:06:51 AM
,,,Transfer between bank accounts,1010,Cash and cash equivalents:Operating account,,"45,910.26",,
10/12/2025,Bill,1670,Monthly service 5503,5020,Cost of sales:Freight,"5,435.62",,m.laurent,10/12/2025 12:28:53 PM
,,,Monthly service 5503,02010,Accounts payable,,"5,435.62",,
10/13/2025,Expense,1616,Reimbursement 5399,5020,Cost of sales:Freight,32.46,,d.okonkwo,10/13/2025 12:07:00 PM
,,,Reimbursement 5399,1010,Cash and cash equivalents:Operating account,,32.46,,
10/13/2025,Bill Payment (Check),1646,Payment to supplier 5456,2010,Accounts payable,409.81,,System Administrator,10/13/2025 7:07:32 PM
,,,Payment to supplier 5456,1010,Cash and cash equivalents:Operating account,,409.81,,
10/13/2025,Payment,1661,Customer payment 5488,01010,Cash and cash equivalents:Operating account,"13,113.73",,d.okonkwo,10/13/2025 10:18:47 AM
,,,Customer payment 5488,1200,Accounts receivable,,"13,113.73",,
10/14/2025,Journal Entry,1633,Prepaid release,6200,Professional fees,"2,564.27",,a.varga,10/14/2025 7:16:39 AM
,,,Prepaid release,1410,Prepaid expenses:Software subscriptions,,"2,564.27",,
10/14/2025,Invoice,1634,Retainer 5435,1200,Accounts receivable,"18,239.21",,d.okonkwo,10/14/2025 3:12:36 AM
,,,Retainer 5435,4020,Revenue:Services,,"15,199.34",,
,,,Retainer 5435,2100,Sales tax payable,,"3,039.87",,
10/14/2025,Bill,1637,Purchase order 5439,6200,Professional fees,"2,791.44",,m.laurent,10/14/2025 7:30:42 PM
,,,Purchase order 5439,2010,Accounts payable,,,,
10/15/2025,Bill,1640,Monthly service 5442,6200,Professional fees,"10,950.73",,d.okonkwo,10/15/2025 5:47:35 PM
,,,Monthly service 5442,2010,Accounts payable,,"10,950.73",,
10/15/2025,Invoice,1645,Retainer 5455,1200,Accounts receivable,"4,329.12",,m.laurent,10/15/2025 10:43:11 AM
,,,Retainer 5455,4010,Revenue:Product,,"3,607.60",,
,,,Retainer 5455,2100,Sales tax payable,,,,
10/16/2025,Bill,1624,Reimbursement 5413,6200,Professional fees,"11,685.15",,m.laurent,10/16/2025 1:24:08 AM
,,,Reimbursement 5413,2010,Accounts payable,,"11,685.15",,
10/16/2025,Bill Payment (Check),1625,Payment to supplier 5414,2010,Accounts payable,"10,667.97",,d.okonkwo,10/16/2025 11:15:36 PM
,,,Payment to supplier 5414,1010,Cash and cash equivalents:Operating account,,"10,667.97",,
10/17/2025,Journal Entry,1659,Accrual reversal,2050,Accrued liabilities,"3,636.75",,a.varga,10/17/2025 9:36:14 PM
,,,Accrual reversal,6500,Bank charges,,"3,636.75",,
10/17/2025,Bill,1660,Supplier invoice 5485,5020,Cost of sales:Freight,"5,563.86",,d.okonkwo,10/17/2025 12:12:25 PM
,,,Supplier invoice 5485,2010,Accounts payable,,"5,563.86",,
10/18/2025,Invoice,1629,Progress billing 5425,1200,Accounts receivable,"16,657.37",,s.pettersen,10/18/2025 6:29:45 AM
,,,Progress billing 5425,4010,Revenue:Product,,"13,881.14",,
,,,Progress billing 5425,2100,Sales tax payable,,"2,776.23",,
10/19/2025,Transfer,1626,Transfer between bank accounts,01020,Cash and cash equivalents:Payroll account,"45,657.60",,d.okonkwo,10/19/2025 5:45:33 PM
,,,Transfer between bank accounts,1010,Cash and cash equivalents:Operating account,,"45,657.60",,
10/19/2025,Payment,1652,Customer payment 5467,1010,Cash and cash equivalents:Operating account,"4,184.93",,m.laurent,10/19/2025 6:38:03 PM
,,,Customer payment 5467,1200,Accounts receivable,,"4,184.93",,
10/20/2025,Invoice,1639,Progress billing 5441,1200,Accounts receivable,"13,817.41",,System Administrator,10/20/2025 5:07:36 PM
,,,Progress billing 5441,4030,Revenue:Support,,"11,514.51",,
,,,Progress billing 5441,2100,Sales tax payable,,"2,302.90",,
10/21/2025,Journal Entry,1611,Accrual reversal,2050,Accrued liabilities,"4,645.55",,a.varga,10/21/2025 6:34:02 AM
,,,Accrual reversal,5020,Cost of sales:Freight,,"4,645.55",,
10/21/2025,Expense,1644,Reimbursement 5452,5020,Cost of sales:Freight,447.02,,m.laurent,10/21/2025 11:53:11 AM
,,,Reimbursement 5452,1010,Cash and cash equivalents:Operating account,,447.02,,
10/22/2025,Bill,1621,Supplier invoice 5409,6110,Utilities,"10,105.20",,s.pettersen,10/22/2025 3:52:13 AM
,,,Supplier invoice 5409,2010,Accounts payable,,"10,105.20",,
10/22/2025,Bill,1663,Reimbursement 5492,6400,Travel and entertainment,"1,921.56",,System Administrator,10/22/2025 2:30:07 PM
,,,Reimbursement 5492,2010,Accounts payable,,"1,921.56",,
10/23/2025,Bill,1658,Purchase order 5482,5010,Cost of sales:Materials,"1,373.76-",,System Administrator,10/23/2025 10:50:17 AM
,,,Purchase order 5482,2010,Accounts payable,,"1,373.76-",,
10/23/2025,Payment,1669,Customer payment 5502,1010,Cash and cash equivalents:Operating account,"15,907.84",,m.laurent,10/23/2025 10:30:03 AM
,,,Customer payment 5502,1200,Accounts receivable,,"15,907.84",,
10/24/2025,Invoice,1635,Retainer 5436,1200,Accounts receivable,"13,541.74",,a.varga,10/24/2025 10:29:43 AM
,,,Retainer 5436,4010,Revenue:Product,,"11,284.78",,
,,,Retainer 5436,2100,Sales tax payable,,"2,256.95",,
10/24/2025,Invoice,1651,Invoice 2025-5465,1200,Accounts receivable,"6,009.26",,a.varga,10/24/2025 1:44:01 AM
,,,Invoice 2025-5465,4010,Revenue:Product,,"5,007.72",,
,,,Invoice 2025-5465,2100,Sales tax payable,,"1,001.54",,
10/25/2025,Sales Receipt,1609,Licence renewal 5385,1010,Cash and cash equivalents:Operating account,"2,653.14",,m.laurent,10/25/2025 1:27:10 AM
,,,Licence renewal 5385,4010,Revenue:Product,,"2,210.95",,
,,,Licence renewal 5385,2100,Sales tax payable,,442.19,,
10/26/2025,Invoice,1617,Retainer 5402,1200,Accounts receivable,"11,996.66",,System Administrator,10/26/2025 5:35:03 AM
,,,Retainer 5402,4020,Revenue:Services,,"9,997.22",,
,,,Retainer 5402,2100,Sales tax payable,,"1,999.44",,
10/26/2025,Payment,1630,Customer payment 5427,1010,Cash and cash equivalents:Operating account,"18,954.62",,s.pettersen,10/26/2025 12:30:22 PM
,,,Customer payment 5427,1200,Accounts receivable,,"18,954.62",,
10/26/2025,Credit Memo,1643,Credit note 5450,4090,Sales discounts,"1,830.81",,s.pettersen,10/26/2025 1:37:28 AM
,,,Credit note 5450,1200,Accounts receivable,,"1,830.81",,
10/27/2025,Bill Payment (Check),1620,Payment to supplier 5407,2010,Accounts payable,"12,235.13",,a.varga,10/27/2025 7:51:35 AM
,,,Payment to supplier 5407,1010,Cash and cash equivalents:Operating account,,"12,235.13",,
10/27/2025,Journal Entry,1627,Accrual reversal,2050,Accrued liabilities,"3,193.17",,s.pettersen,10/27/2025 3:00:20 AM
,,,Accrual reversal,5010,Cost of sales:Materials,,"3,193.17",,
10/27/2025,Sales Receipt,1641,Invoice 2025-5445,1010,Cash and cash equivalents:Operating account,"3,154.06",,System Administrator,10/27/2025 9:50:05 PM
,,,Invoice 2025-5445,4010,Revenue:Product,,"2,628.38",,
,,,Invoice 2025-5445,2100,Sales tax payable,,525.68,,
10/28/2025,Invoice,1618,Retainer 5404,1200,Accounts receivable,"10,480.15",,d.okonkwo,10/28/2025 6:47:22 PM
,,,Retainer 5404,4010,Revenue:Product,,"8,733.46",,
,,,Retainer 5404,2100,Sales tax payable,,"1,746.69",,
10/28/2025,Payment,1649,Customer payment 5461,1010,Cash and cash equivalents:Operating account,"6,907.79",,m.laurent,10/28/2025 8:51:31 PM
,,,Customer payment 5461,1200,Accounts receivable,,"6,907.79",,
10/28/2025,Invoice,1664,Invoice 2025-5493,1200,Accounts receivable,"21,067.43-",,m.laurent,10/28/2025 10:58:49 PM
,,,Invoice 2025-5493,4020,Revenue:Services,,"17,556.19-",,
,,,Invoice 2025-5493,2100,Sales tax payable,,"3,511.24-",,
10/29/2025,Bill,1610,Monthly service 5388,6420,Travel and entertainment:Conferences,"8,341.16",,d.okonkwo,10/29/2025 7:56:25 AM
,,,Monthly service 5388,02010,Accounts payable,,"8,341.16",,
10/29/2025,Expense,1628,Supplier invoice 5422,6200,Professional fees,"1,181.96",,m.laurent,10/29/2025 10:52:56 PM
,,,Supplier invoice 5422,1010,Cash and cash equivalents:Operating account,,"1,181.96",,
10/29/2025,Bill,1672,Supplier invoice 5507,6300,Marketing,"1,217.68",,d.okonkwo,10/29/2025 8:29:09 PM
,,,Supplier invoice 5507,2010,Accounts payable,,"1,217.68",,
10/30/2025,Bill,1622,Purchase order 5410,6400,Travel and entertainment,665.51,,d.okonkwo,10/30/2025 10:17:20 PM
,,,Purchase order 5410,2010,Accounts payable,,665.51,,
10/30/2025,Bill,1638,Purchase order 5440,6110,Utilities,"5,215.58",,s.pettersen,10/30/2025 9:21:18 AM
,,,Purchase order 5440,2010,Accounts payable,,"5,215.57",,
10/31/2025,Payment,1657,Customer payment 5479,1010,Cash and cash equivalents:Operating account,"19,776.62",,s.pettersen,10/31/2025 1:10:59 PM
,,,Customer payment 5479,1200,Accounts receivable,,"19,776.62",,
,,,Total for October 2025,,,"542,675.85","542,675.85",,
11/01/2025,Invoice,1676,Progress billing 5515,01200,Accounts receivable,"3,151.02",,a.varga,11/01/2025 9:20:35 PM
,,,Progress billing 5515,4010,Revenue:Product,,"2,625.85",,
,,,Progress billing 5515,2100,Sales tax payable,,525.17,,
11/01/2025,Journal Entry,1696,Revaluation of foreign balances,6900,Foreign exchange gain or loss,"1,064.31",,m.laurent,11/01/2025 1:49:13 PM
,,,Revaluation of foreign balances,1200,Accounts receivable,,"1,064.31",,
11/01/2025,Expense,1732,Monthly service 5626,6200,Professional fees,902.39,,s.pettersen,11/01/2025 3:02:22 AM
,,,Monthly service 5626,1010,Cash and cash equivalents:Operating account,,902.39,,
11/03/2025,Bill Payment (Check),1702,Payment to supplier 5561,2010,Accounts payable,609.58,,System Administrator,11/03/2025 11:32:12 PM
,,,Payment to supplier 5561,1010,Cash and cash equivalents:Operating account,,609.58,,
11/03/2025,Invoice,1709,Retainer 5575,1200,Accounts receivable,"20,103.52",,d.okonkwo,11/03/2025 11:05:42 PM
,,,Retainer 5575,04020,Revenue:Services,,"16,752.93",,
,,,Retainer 5575,2100,Sales tax payable,,"3,350.59",,
11/03/2025,Journal Entry,1722,Accrual reversal,2050,Accrued liabilities,"3,720.76",,m.laurent,11/03/2025 9:36:00 PM
,,,Accrual reversal,5020,Cost of sales:Freight,,"3,720.76",,
11/04/2025,Deposit,1683,Bank deposit 5527,1010,Cash and cash equivalents:Operating account,979.06,,s.pettersen,11/04/2025 6:08:18 PM
,,,Bank deposit 5527,2400,Deferred revenue,,979.06,,
11/04/2025,Expense,1738,Monthly service 5638,6300,Marketing,"1,083.16",,d.okonkwo,11/04/2025 5:41:24 PM
,,,Monthly service 5638,1010,Cash and cash equivalents:Operating account,,"1,083.16",,
11/05/2025,Bill,1684,Reimbursement 5528,6250,Software subscriptions,"3,162.19",,d.okonkwo,11/05/2025 2:18:51 AM
,,,Reimbursement 5528,2010,Accounts payable,,"3,162.19",,
11/05/2025,Bill Payment (Check),1694,Payment to supplier 5549,2010,Accounts payable,"2,734.80",,m.laurent,11/05/2025 9:31:28 AM
,,,Payment to supplier 5549,1010,Cash and cash equivalents:Operating account,,"2,734.80",,
11/05/2025,Payment,1703,Customer payment 5564,1010,Cash and cash equivalents:Operating account,"1,727.22",,System Administrator,11/05/2025 3:57:35 AM
,,,Customer payment 5564,1200,Accounts receivable,,"1,727.22",,
11/05/2025,Bill Payment (Check),1734,Payment to supplier 5630,2010,Accounts payable,"3,160.56",,m.laurent,11/05/2025 1:25:43 PM
,,,Payment to supplier 5630,1010,Cash and cash equivalents:Operating account,,"3,160.56",,
11/05/2025,Bill Payment (Check),1735,Payment to supplier 5632,2010,Accounts payable,"4,292.31",,System Administrator,11/05/2025 2:17:35 AM
,,,Payment to supplier 5632,1010,Cash and cash equivalents:Operating account,,"4,292.31",,
11/07/2025,Bill Payment (Check),1677,Payment to supplier 5516,2010,Accounts payable,"3,464.91",,a.varga,11/07/2025 3:24:29 PM
,,,Payment to supplier 5516,1010,Cash and cash equivalents:Operating account,,"3,464.91",,
11/07/2025,Transfer,1685,Transfer between bank accounts,1020,Cash and cash equivalents:Payroll account,"27,434.70",,m.laurent,11/07/2025 2:37:04 AM
,,,Transfer between bank accounts,1010,Cash and cash equivalents:Operating account,,"27,434.70",,
11/07/2025,Bill,1718,Monthly service 5596,6500,Bank charges,"2,425.07",,s.pettersen,11/07/2025 6:55:37 AM
,,,Monthly service 5596,2010,Accounts payable,,"2,425.07",,
11/07/2025,Bill,1725,Monthly service 5611,6400,Travel and entertainment,"12,480.53",,a.varga,11/07/2025 11:29:36 AM
,,,Monthly service 5611,2010,Accounts payable,,"12,480.53",,
11/08/2025,Bill,1699,Reimbursement 5557,5010,Cost of sales:Materials,"9,515.15",,d.okonkwo,11/08/2025 6:11:43 PM
,,,Reimbursement 5557,2010,Accounts payable,,"9,515.15",,
11/08/2025,Transfer,1713,Transfer between bank accounts,1020,Cash and cash equivalents:Payroll account,"24,600.92",,d.okonkwo,11/08/2025 2:24:29 PM
,,,Transfer between bank accounts,1010,Cash and cash equivalents:Operating account,,"24,600.91",,
11/08/2025,Bill,1726,Monthly service 5613,6100,Rent,"5,349.38",,System Administrator,11/08/2025 3:38:53 PM
,,,Monthly service 5613,2010,Accounts payable,,"5,349.38",,
11/08/2025,Expense,1748,Supplier invoice 5659,6200,Professional fees,888.55,,System Administrator,11/08/2025 4:32:08 AM
,,,Supplier invoice 5659,1010,Cash and cash equivalents:Operating account,,888.55,,
11/09/2025,Payment,1682,Customer payment 5526,1010,Cash and cash equivalents:Operating account,"7,542.94",,s.pettersen,11/09/2025 1:13:51 PM
,,,Customer payment 5526,1200,Accounts receivable,,"7,542.94",,
11/09/2025,Journal Entry,1743,Deferred revenue release,2400,Deferred revenue,884.59,,System Administrator,11/09/2025 6:24:32 PM
,,,Deferred revenue release,4020,Revenue:Services,,884.59,,
11/10/2025,Journal Entry,1675,Deferred revenue release,2400,Deferred revenue,"4,866.11",,d.okonkwo,11/10/2025 7:50:10 PM
,,,Deferred revenue release,4020,Revenue:Services,,"4,866.11",,
11/10/2025,Invoice,1723,Invoice 2025-5606,1200,Accounts receivable,"3,929.75",,d.okonkwo,11/10/2025 3:09:04 PM
,,,Invoice 2025-5606,04030,Revenue:Support,,"3,274.79",,
,,,Invoice 2025-5606,2100,Sales tax payable,,654.96,,
11/11/2025,Expense,1678,Purchase order 5518,6100,Rent,716.24,,s.pettersen,11/11/2025 6:18:07 PM
,,,Purchase order 5518,01010,Cash and cash equivalents:Operating account,,716.24,,
11/11/2025,Invoice,1724,Progress billing 5608,1200,Accounts receivable,"1,903.28",,d.okonkwo,11/11/2025 4:38:20 AM
,,,Progress billing 5608,4020,Revenue:Services,,"1,586.07",,
,,,Progress billing 5608,2100,Sales tax payable,,317.21,,
11/12/2025,Invoice,1739,Retainer 5640,1200,Accounts receivable,"18,037.34",,d.okonkwo,11/12/2025 9:44:09 AM
,,,Retainer 5640,4020,Revenue:Services,,"15,031.12",,
,,,Retainer 5640,02100,Sales tax payable,,"3,006.22",,
11/12/2025,Transfer,1740,Transfer between bank accounts,1020,Cash and cash equivalents:Payroll account,"28,962.47-",,d.okonkwo,11/12/2025 11:03:48 PM
,,,Transfer between bank accounts,1010,Cash and cash equivalents:Operating account,,"28,962.47-",,
11/12/2025,Expense,1749,Reimbursement 5662,6100,Rent,"1,660.09",,a.varga,11/12/2025 10:31:52 PM
,,,Reimbursement 5662,1010,Cash and cash equivalents:Operating account,,"1,660.09",,
11/13/2025,Journal Entry,1727,Reclassification,6250,Software subscriptions,"1,662.27",,m.laurent,11/13/2025 11:22:43 PM
,,,Reclassification,5020,Cost of sales:Freight,,"1,662.27",,
11/14/2025,Bill,1704,Purchase order 5567,6110,Utilities,"7,656.18",,System Administrator,11/14/2025 8:07:28 PM
,,,Purchase order 5567,2010,Accounts payable,,"7,656.18",,
11/14/2025,Invoice,1715,Invoice 2025-5589,1200,Accounts receivable,"3,076.22",,d.okonkwo,11/14/2025 5:30:57 AM
,,,Invoice 2025-5589,4020,Revenue:Services,,"2,563.52",,
,,,Invoice 2025-5589,2100,Sales tax payable,,512.70,,
11/15/2025,Sales Receipt,1714,Invoice 2025-5588,1010,Cash and cash equivalents:Operating account,"1,088.06",,a.varga,11/15/2025 4:05:23 PM
,,,Invoice 2025-5588,4010,Revenue:Product,,906.72,,
,,,Invoice 2025-5588,2100,Sales tax payable,,181.34,,
11/16/2025,Bill,1697,Reimbursement 5554,6100,Rent,"12,425.46",,d.okonkwo,11/16/2025 8:47:53 PM
,,,Reimbursement 5554,2010,Accounts payable,,"12,425.46",,
11/17/2025,Invoice,1721,Retainer 5602,1200,Accounts receivable,"20,985.86",,System Administrator,11/17/2025 4:57:00 PM
,,,Retainer 5602,04010,Revenue:Product,,"17,488.22",,
,,,Retainer 5602,2100,Sales tax payable,,"3,497.64",,
11/17/2025,Expense,1737,Reimbursement 5635,6100,Rent,33.32,,s.pettersen,11/17/2025 8:57:11 PM
,,,Reimbursement 5635,1010,Cash and cash equivalents:Operating account,,33.32,,
11/18/2025,Expense,1688,Supplier invoice 5539,5010,Cost of sales:Materials,"2,061.20",,System Administrator,11/18/2025 6:52:49 PM
,,,Supplier invoice 5539,1010,Cash and cash equivalents:Operating account,,"2,061.20",,
11/19/2025,Invoice,1691,Retainer 5545,1200,Accounts receivable,"21,212.66",,a.varga,11/19/2025 6:27:52 AM
,,,Retainer 5545,4020,Revenue:Services,,"17,677.22",,
,,,Retainer 5545,2100,Sales tax payable,,"3,535.44",,
11/19/2025,Expense,1710,Reimbursement 5578,5010,Cost of sales:Materials,"2,148.96",,m.laurent,11/19/2025 7:05:53 AM
,,,Reimbursement 5578,1010,Cash and cash equivalents:Operating account,,"2,148.96",,
11/19/2025,Credit Memo,1729,Credit note 5621,4090,Sales discounts,"1,430.86",,System Administrator,11/19/2025 7:31:50 PM
,,,Credit note 5621,1200,Accounts receivable,,"1,430.86",,
11/19/2025,Vendor Credit,1742,Supplier credit 5647,2010,Accounts payable,"1,591.61",,m.laurent,11/19/2025 10:47:56 PM
,,,Supplier credit 5647,6300,Marketing,,"1,591.61",,
11/19/2025,Bill Payment (Check),1747,Payment to supplier 5658,2010,Accounts payable,"8,229.30",,d.okonkwo,11/19/2025 6:27:10 AM
,,,Payment to supplier 5658,1010,Cash and cash equivalents:Operating account,,"8,229.30",,
11/20/2025,Transfer,1692,Transfer between bank accounts,1020,Cash and cash equivalents:Payroll account,"44,087.07",,m.laurent,11/20/2025 1:06:17 AM
,,,Transfer between bank accounts,1010,Cash and cash equivalents:Operating account,,"44,087.07",,
11/20/2025,Invoice,1693,Retainer 5548,1200,Accounts receivable,"6,345.41",,a.varga,11/20/2025 12:22:14 AM
,,,Retainer 5548,4020,Revenue:Services,,"5,287.84",,
,,,Retainer 5548,2100,Sales tax payable,,"1,057.57",,
11/20/2025,Bill,1712,Reimbursement 5584,6500,Bank charges,"1,810.05",,a.varga,11/20/2025 8:52:27 AM
,,,Reimbursement 5584,2010,Accounts payable,,"1,810.05",,
11/21/2025,Bill,1680,Monthly service 5523,6100,Rent,"3,324.82",,System Administrator,11/21/2025 6:04:52 PM
,,,Monthly service 5523,2010,Accounts payable,,"3,324.82",,
11/21/2025,Expense,1700,Purchase order 5558,6100,Rent,100.06,,d.okonkwo,11/21/2025 12:52:40 PM
,,,Purchase order 5558,1010,Cash and cash equivalents:Operating account,,100.06,,
11/22/2025,Payment,1686,Customer payment 5534,1010,Cash and cash equivalents:Operating account,"11,753.15",,s.pettersen,11/22/2025 5:25:17 PM
,,,Customer payment 5534,01200,Accounts receivable,,"11,753.15",,
11/22/2025,Journal Entry,1720,Accrual reversal,2050,Accrued liabilities,"3,161.20",,d.okonkwo,11/22/2025 4:19:18 AM
,,,Accrual reversal,6250,Software subscriptions,,"3,161.20",,
11/22/2025,Sales Receipt,1731,Progress billing 5624,1010,Cash and cash equivalents:Operating account,316.88,,System Administrator,11/22/2025 2:32:13 PM
,,,Progress billing 5624,4010,Revenue:Product,,264.07,,
,,,Progress billing 5624,2100,Sales tax payable,,52.81,,
11/23/2025,Sales Receipt,1705,Invoice 2025-5568,1010,Cash and cash equivalents:Operating account,"1,922.98",,m.laurent,11/23/2025 2:10:31 AM
,,,Invoice 2025-5568,4010,Revenue:Product,,"1,602.48",,
,,,Invoice 2025-5568,2100,Sales tax payable,,320.50,,
11/23/2025,Invoice,1706,Invoice 2025-5569,1200,Accounts receivable,"18,671.05",,s.pettersen,11/23/2025 9:35:28 AM
,,,Invoice 2025-5569,4020,Revenue:Services,,"15,559.21",,
,,,Invoice 2025-5569,02100,Sales tax payable,,"3,111.84",,
11/23/2025,Payment,1717,Customer payment 5594,1010,Cash and cash equivalents:Operating account,"17,939.56-",,m.laurent,11/23/2025 8:07:37 AM
,,,Customer payment 5594,01200,Accounts receivable,,"17,939.56-",,
11/23/2025,Expense,1736,Monthly service 5634,6400,Travel and entertainment,129.49,,a.varga,11/23/2025 9:47:23 AM
,,,Monthly service 5634,1010,Cash and cash equivalents:Operating account,,129.49,,
11/24/2025,Bill,1701,Monthly service 5559,6200,Professional fees,"3,659.37",,a.varga,11/24/2025 12:59:50 PM
,,,Monthly service 5559,2010,Accounts payable,,"3,659.36",,
11/25/2025,Bill Payment (Check),1681,Payment to supplier 5524,2010,Accounts payable,"11,470.98",,System Administrator,11/25/2025 3:28:29 AM
,,,Payment to supplier 5524,1010,Cash and cash equivalents:Operating account,,"11,470.97",,
11/25/2025,Invoice,1689,Licence renewal 5542,1200,Accounts receivable,"16,057.09",,a.varga,11/25/2025 1:45:27 PM
,,,Licence renewal 5542,4030,Revenue:Support,,"13,380.91",,
,,,Licence renewal 5542,2100,Sales tax payable,,"2,676.18",,
11/25/2025,Journal Entry,1716,Reclassification,6110,Utilities,"5,691.95",,System Administrator,11/25/2025 5:37:35 AM
,,,Reclassification,5020,Cost of sales:Freight,,"5,691.95",,
11/26/2025,Bill Payment (Check),1695,Payment to supplier 5550,2010,Accounts payable,"9,474.36",,d.okonkwo,11/26/2025 9:47:20 PM
,,,Payment to supplier 5550,1010,Cash and cash equivalents:Operating account,,"9,474.36",,
11/27/2025,Payment,1708,Customer payment 5574,1010,Cash and cash equivalents:Operating account,"7,083.59",,s.pettersen,11/27/2025 10:22:31 AM
,,,Customer payment 5574,1200,Accounts receivable,,"7,083.59",,
11/27/2025,Payment,1730,Customer payment 5623,1010,Cash and cash equivalents:Operating account,"6,713.85",,d.okonkwo,11/27/2025 4:52:03 PM
,,,Customer payment 5623,01200,Accounts receivable,,"6,713.85",,
11/27/2025,Vendor Credit,1746,Supplier credit 5655,02010,Accounts payable,"1,143.57",,d.okonkwo,11/27/2025 6:30:23 PM
,,,Supplier credit 5655,6200,Professional fees,,"1,143.57",,
11/28/2025,Expense,1679,Monthly service 5521,6400,Travel and entertainment,"2,059.54",,d.okonkwo,11/28/2025 7:17:25 PM
,,,Monthly service 5521,1010,Cash and cash equivalents:Operating account,,"2,059.54",,
11/28/2025,Vendor Credit,1728,Supplier credit 5619,02010,Accounts payable,"1,298.03",,m.laurent,11/28/2025 11:33:44 PM
,,,Supplier credit 5619,06110,Utilities,,"1,298.03",,
11/29/2025,Journal Entry,1719,Reclassification,5020,Cost of sales:Freight,"5,141.61",,d.okonkwo,11/29/2025 6:32:41 AM
,,,Reclassification,6300,Marketing,,"5,141.61",,
11/29/2025,Bill Payment (Check),1741,Payment to supplier 5645,2010,Accounts payable,"9,862.96",,s.pettersen,11/29/2025 12:24:04 PM
,,,Payment to supplier 5645,1010,Cash and cash equivalents:Operating account,,"9,862.96",,
11/30/2025,Expense,1687,Reimbursement 5536,5020,Cost of sales:Freight,907.31,,m.laurent,11/30/2025 12:29:41 PM
,,,Reimbursement 5536,1010,Cash and cash equivalents:Operating account,,907.31,,
