Supplier Number,Company Name,Display Name,SIM Status,Organization Type,Federal Tax ID,DUNS,Country of Operation,Preferred Currency,Payment Term,Invoice Matching Level,Minority Indicator,Minority Type,Primary Contact Email,Pay Group,Risk Tier,Insurance Expiry,Plants Served
V-100556,Yarborough Hydraulics Ltd.,,,Corporation,729645873,920375444,DE,MXN,30 days,None,No,,yarborough.hydraulics@yarboroughhyd.com,UK-AP,,2027-04-06,PLT-10
V-100557,Ashworth Springs Co,,active,LLC,566185322,278608561,US,MXN,Net 90,3-way-direct,0,,ashworth.springs@ashworthspr.com,CA-AP,2,2026-04-18,"PLT-08, PLT-09"
V-100558,Castleford Forgings Inc.,Castleford Forgings,Draft,Corporation,24-3341342,877144597,US,CAD,Net 45,3-way,False,,castleford.forgings@castlefordfor.com,US-AP,2,2028-09-24,"PLT-02, PLT-01, PLT-05"
V-100559,Draycott Fasteners Ltd,,Active,Non-Profit,16-1411913,803569268,US,USD,N30,3-way,False,,draycott.fasteners@draycottfas.com,US-AP,Medium,2028-03-21,PLT-05 / PLT-02 / PLT-08 / PLT-03
V-100560,Denholm Foundry Ltd.,Denholm Foundry,active,LLC,356218549,414484409,MX,MXN,2/10 Net 30,2 Way Match,N,,denholm.foundry@denholmfou.com,MX-AP,1,2028-05-01,PLT-09 / PLT-05
V-100561,Oakhurst Foundry Inc,Oakhurst Foundry,active,Sole Proprietor,978017896,544818417,DE,US Dollar,Net 30,none,T,HUBZone,oakhurst.foundry@oakhurstfou.com,US-AP,3,2026-01-15,
V-100562,Ballantyne Hydraulics S.A. de C.V.,,Active,S-Corp,29-8546904,475264591,US,USD,Due on receipt,3 way,False,,ballantyne.hydraulics@ballantynehyd.com,UK-AP,Tier 2,2027-05-28,PLT-08;PLT-10;PLT-11
V-100563,Ballantyne Seals Ltd,,Draft,,728198260,476300060,,MXN,Net 60,3-way,true,Woman-Owned Small Business,ballantyne.seals@ballantynesea.com,US-AP,2,2026-05-24,PLT-04 / PLT-11 / PLT-07
V-100564,Ingleby Logistics LLC,Ingleby Logistics,A,Corporation,64-4741114,313019101,United States,usd,Net 30,3-way-direct,false,,ingleby.logistics@inglebylog.com,US-AP,,07/04/2027,PLT-06
V-100565,Marchmont Springs Inc,Marchmont Springs,active,Corporation,990736360,257982945,US,MXN,Net 30,3-way,N,,marchmont.springs@marchmontspr.com,MX-AP,,2026-11-11,"PLT-02, PLT-10"
V-100566,Hollingworth Pneumatics Ltd,Hollingworth Pneumatics,On Hold,Partnership,249548595,893632289,Canada,GBP,Net 30,3-way,False,,hollingworth.pneumatics@hollingworthpne.com,MX-AP,,,
V-102752,Wolverton Hydraulics LLC,Wolverton Hydraulics,active,S-Corp,86-5324442,830678967,U.S.,USD,2/10 Net 30,3 way,T,Minority Business Enterprise,wolverton.hydraulics@wolvertonhyd.com,US-AP,1,2028-04-12,"PLT-11, PLT-05"
V-100568,Ullswater Foundry Ltd.,,active,Corporation,950504215,101676708,US,USD,,3-way,0,,ullswater.foundry.ullswaterfou.com,EU-AP,2,2026-10-24,PLT-03 / PLT-02
V-100569,Denholm Castings Co,Denholm Castings,inactive,Non-Profit,51-4510923,892523935,,USD,Net 15,2-way,no,,denholm.castings@denholmcas.com,US-AP,1,2028-01-05,PLT-12
V-100570,Ingleby Packaging GmbH,Ingleby Packaging,Active,Corporation,755221036,809108396,United States,,Net 60,,F,,ingleby.packaging@inglebypac.com,MX-AP,Medium,2028-12-02,"PLT-04, PLT-03"
V-100571,Lansdowne Lubricants LLC,Lansdowne Lubricants,inactive,Corporation,669419935,54844282,CA,CAD,Due on receipt,3-way,,VOSB,,US-AP,Medium,2028-01-13,
V-100572,Ballantyne Extrusions LLC,Ballantyne Extrusions,Inactive,Non-Profit,120562340,256510362,USA,GBP,30 days,3-way,true,VOSB,ballantyne.extrusions@ballantyneext.com,US-AP,,12/16/2026,PLT-07
V-100573,Jarrow Plating Inc,Jarrow Plating,active,,64-9288355,161919148,MX,GBP,Immediate,none,F,,jarrow.plating@jarrowpla.com,EU-AP,,03/07/2028,PLT-08;PLT-12;PLT-05
V-100574,Draycott Bearings Ltd.,Draycott Bearings,draft,S-Corp,384330264,782684791,Canada,USD,2/10 Net 30,3 way,0,,draycott.bearings@draycottbea.com,US-AP,1,2026-11-25,PLT-09;PLT-07;PLT-04
V-100575,Eastgate Calibration Corp,Eastgate Calibration,,Corporation,62-4987976,715015502,USA,Euro,Net 60,Two-way,False,,eastgate.calibration@eastgatecal.com,US-AP,Low,,
V-100576,Eastgate Valves LLC,Eastgate Valves,,Corporation,00-9620509,390927863,MX,MXN,Net 15,none,no,,eastgate.valves@eastgateval.com,,Low,05/11/2028,PLT-03
V-100577,Lansdowne Electrical Inc.,,inactive,Corporation,70-4733695,594839546,US,USD,Net 60,2 way,T,HUBZone,lansdowne.electrical@lansdowneele.com,UK-AP,Medium,05/02/2026,PLT-11
V-100578,Rushcliffe Extrusions LLC,Rushcliffe Extrusions,Active,LLC,17-2769908,286304724,US,USD,Net 15,2 way,,,rushcliffe.extrusions@rushcliffeext.com,CA-AP,High,2027-04-10,PLT-09;PLT-03
V-100579,Wolverton Gasket Co,,I,LLC,40-5848135,269778944,US,USD,NET30,3-way-direct,,,ap@wolvertongas.com; wolverton.gasket@wolvertongas.com,US-AP,2,,PLT-03;PLT-11
V-100580,Saltburn Plating Ltd,Saltburn Plating,active,Corporation,925435178,135449404,CA,USD,NET30,Three way direct,N,,ap@saltburnpla.com; saltburn.plating@saltburnpla.com,EU-AP,Low,01/13/2026,
V-100581,Eastgate Foundry Inc,Eastgate Foundry,ACTIVE,Corporation,55-5061986,680791678,MX,usd,Net30,none,false,,eastgate.foundry@eastgatefou.com,US-AP,2,2028-04-26,PLT-11 / PLT-05 / PLT-04
V-100582,Pemberton Logistics Ltd,,Inactive,Corporation,97-0053817,204207007,USA,USD,,3-way,True,WOSB,pemberton.logistics@pembertonlog.com,EU-AP,Tier 1,2026-10-24,PLT-06;PLT-01
V-100583,Ballantyne Plating Corp,Ballantyne Plating,active,,036793455,250388025,USA,USD,COD,Two-way,TRUE,VOSB,,EU-AP,2,06/10/2026,PLT-02
V-100584,Verwood Fabrication Inc,,inactive,,78-6502506,80-773-3704,CA,usd,2/10 Net 30,None,F,,verwood.fabrication@verwoodfab.com,,Tier 2,10/08/2026,
V-100585,Ballantyne Plating Inc,,active,S-Corp,28-7401140,193447744,USA,,Net 45,2 way,false,,ballantyne.plating@ballantynepla.com,US-AP,Low,2026-03-15,PLT-05;PLT-03;PLT-07;PLT-09
V-100586,Marchmont Abrasives Inc.,Marchmont Abrasives,Pending,Corporation,970911135,351573909,Mexico,USD,N30,3-way,FALSE,,marchmont.abrasives@marchmontabr.com,,1,2026-09-07,
V-100587,Wolverton Extrusions GmbH,Wolverton Extrusions,Pending,,,870991282,US,,NET30,3-way,no,,wolverton.extrusions@wolvertonext.com,US-AP,Medium,2026-05-27,PLT-02;PLT-07;PLT-05
V-100588,Elmswell Calibration LLC,Elmswell Calibration,,LLC,41-9730525,335117071,US,EUR,N30,,no,,elmswell.calibration@elmswellcal.com,US-AP,Medium,2028-12-11,
V-100589,Ingleby Coatings S.A. de C.V.,Ingleby Coatings,Active,Limited Liability Company,842962011,928036270,United States,usd,Immediate,3-way-direct,False,,ingleby.coatings@inglebycoa.com,US-AP,1,2026-12-14,PLT-04
V-100590,Jarrow Seals Corp,Jarrow Seals,inactive,Corporation,53-1430923,26041603,GB,GBP,Net 60,,N,,ap@jarrowsea.com; jarrow.seals@jarrowsea.com,US-AP,High,2026-03-21,PLT-05
V-100591,Rushcliffe Extrusions Inc.,Rushcliffe Extrusions,Draft,Corporation,,952420379,United Kingdom,EUR,Net 45,3-way,FALSE,,rushcliffe.extrusions@rushcliffeext.com,US-AP,1,,PLT-06;PLT-12;PLT-07
V-100592,Oakhurst Abrasives LLC,,Active,Corporation,90-4989306,523003183,US,usd,COD,2 Way Match,false,,oakhurst.abrasives@oakhurstabr.com,MX-AP,1,2028-05-02,PLT-11;PLT-03;PLT-10
V-100593,Ullswater Logistics LLC,,ACTIVE,Limited Liability Company,,854435183,US,,Net 60,2-way,false,,ullswater.logistics@ullswaterlog.com,MX-AP,1,2026-07-08,PLT-11;PLT-01;PLT-06
V-100594,Brackenridge Machining PLC,,Inactive,Sole Proprietor,162744047,697114168,US,USD,Net 30,3-way,No,,brackenridge.machining@brackenridgemac.com,EU-AP,1,02/19/2028,PLT-03
V-100595,Fairweather Valves Inc,Fairweather Valves,,Corporation,046611847,593674445,US,USD,Net 30,2-way,Yes,Woman-Owned Small Business,fairweather.valves@fairweatherval.com,US-AP,3,,PLT-03
V-100596,Yarborough Plating GmbH,Yarborough Plating,Pending,LLC,140218594,708948087,Mexico,GBP,Net 30,3-way,False,DBE,yarborough.plating@yarboroughpla.com,US-AP,2,2028-06-24,PLT-07
V-100597,Draycott Logistics PLC,Draycott Logistics,Active,,49-4848516,895808052,Canada,USD,Net 45,,,,draycott.logistics@draycottlog.com,EU-AP,Low,,PLT-10 / PLT-12 / PLT-07
V-100598,Marchmont Bearings Inc,,active,Corporation,726963725,07-980-4794,United States,EUR,Net 60,None,FALSE,,marchmont.bearings@marchmontbea.com,MX-AP,1,,PLT-10
V-100599,Fairweather Calibration PLC,Fairweather Calibration,Pending,LLC,144014077,367441685,Germany,CAD,Net 15,none,yes,MBE,fairweather.calibration@fairweathercal.com,MX-AP,,2028-12-14,PLT-08;PLT-07;PLT-06;PLT-04
V-100600,Quarrington Coatings Corp,Quarrington Coatings,active,Partnership,506205096,306984383,United Kingdom,MXN,NET30,2 way,False,,quarrington.coatings@quarringtoncoa.com,MX-AP,High,2027-03-05,
V-100601,Castleford Fabrication Ltd,,On Hold,LLC,36-0512389,693468876,CA,USD,Net 30,3-way,No,,castleford.fabrication@castlefordfab.com,EU-AP,3,11/11/2026,"PLT-11, PLT-04, PLT-03, PLT-09"
V-100602,Ingleby Bearings GmbH,,draft,,12-2124840,63278020,United States,MXN,Due on receipt,3-way,,,ingleby.bearings@inglebybea.com,,Tier 2,,PLT-05;PLT-11;PLT-12
V-100603,Brackenridge Fabrication PLC,,On Hold,LLC,28-2159640,343885679,USA,MXN,Net 45,3-way,,,brackenridge.fabrication.brackenridgefab.com,US-AP,,2028-09-14,PLT-07
V-100604,Denholm Plating Co,,active,LLC,150064152,331957383,USA,GBP,Net 15,3-way,No,,denholm.plating@denholmpla.com,US-AP,2,2028-02-03,PLT-01;PLT-05
V-100605,Lansdowne Lubricants PLC,,Active,,74-0434444,403859411,United States,EUR,Net 90,3-way-direct,,,lansdowne.lubricants@lansdownelub.com,CA-AP,2,2028-05-03,"PLT-03, PLT-02, PLT-11"
V-100606,Netherfield Valves LLC,,ACTIVE,Partnership,352588962,18030222,USA,USD,Net 30,3-way,no,,netherfield.valves@netherfieldval.com,US-AP,3,2026-09-05,
V-100607,Rushcliffe Fabrication GmbH,Rushcliffe Fabrication,active,LLC,40-1491296,280170984,USA,USD,Net 90,2-way,No,,,,1,,PLT-09;PLT-08;PLT-02
V-100608,Grimsby Weldments Corp,Grimsby Weldments,draft,Corporation,921016397,900566905,United States,usd,Immediate,2 Way Match,No,,grimsby.weldments@grimsbywel.com,,Medium,2028-05-24,"PLT-10, PLT-11, PLT-12"
V-100609,Eastgate Fasteners GmbH,Eastgate Fasteners,draft,LLC,17-1380092,692965384,US,EUR,30 days,2 Way Match,no,,ap@eastgatefas.com; eastgate.fasteners@eastgatefas.com,UK-AP,Tier 1,,PLT-09;PLT-02;PLT-06
V-100610,Kettleby Castings PLC,Kettleby Castings,inactive,LLC,069079453,42-681-7433,USA,USD,Net30,2-way,no,,kettleby.castings@kettlebycas.com,US-AP,Tier 1,11/24/2027,PLT-03
V-100611,Rushcliffe Forgings Inc.,,active,Corporation,381323323,687706480,US,usd,Net 45,3 way,,,rushcliffe.forgings@rushcliffefor.com,CA-AP,3,2026-03-14,PLT-09;PLT-12;PLT-07;PLT-10
V-100612,Jarrow Packaging LLC,Jarrow Packaging,inactive,Corporation,13-4300255,478911975,US,USD,Net 30,,False,,jarrow.packaging@jarrowpac.com,EU-AP,,11/12/2027,"PLT-11, PLT-02"
V-100613,Culverton Plating Inc,,Inactive,LLC,88-5923611,671416704,USA,usd,Immediate,3 Way Match,true,WOSB,culverton.plating@culvertonpla.com,,Medium,2026-06-06,PLT-04;PLT-02;PLT-12;PLT-08
V-100614,Lansdowne Gasket S.A. de C.V.,Lansdowne Gasket,active,Sole Proprietor,36-6773050,500904175,US,usd,Net 45,Two-way,no,,lansdowne.gasket@lansdownegas.com,MX-AP,3,,PLT-01
V-100615,Grimsby Fasteners S.A. de C.V.,Grimsby Fasteners,,LLC,491949847,989865569,MX,,Net 60,None,FALSE,,grimsby.fasteners@grimsbyfas.com,CA-AP,1,08/25/2026,PLT-01;PLT-11;PLT-03
V-100616,Thirlmere Hydraulics Ltd,,inactive,Corporation,771759190,762208492,CA,USD,Net30,3-way-direct,false,,thirlmere.hydraulics@thirlmerehyd.com,,3,05/01/2027,
V-100617,Quarrington Logistics Ltd.,,inactive,Partnership,658811457,752470350,US,US Dollar,Net 30,none,Yes,WOSB,quarrington.logistics@quarringtonlog.com,,2,2027-10-05,PLT-01;PLT-02
V-100618,Wolverton Valves Inc,Wolverton Valves,Active,Corporation,711382304,555319562,US,EUR,,None,false,,wolverton.valves@wolvertonval.com,EU-AP,1,2028-08-01,"PLT-12, PLT-04"
V-100619,Elmswell Machining Co,Elmswell Machining,draft,Corporation,93-1993727,621806340,DE,USD,Net 45,3 Way Match,false,,elmswell.machining@elmswellmac.com,US-AP,3,09/09/2026,PLT-03;PLT-06
V-100620,Wolverton Abrasives Ltd,Wolverton Abrasives,ACTIVE,Corporation,18-4739979,335153840,DE,MXN,,None,1,WBE,wolverton.abrasives@wolvertonabr.com,EU-AP,Low,11/24/2026,PLT-07;PLT-04;PLT-12;PLT-01
V-100621,Alderman Packaging Co,,active,Corporation,25-1081405,604799945,Canada,USD,Net 45,,False,,alderman.packaging@aldermanpac.com,US-AP,High,01/28/2028,"PLT-01, PLT-12"
V-100622,Eastgate Plating PLC,,A,Sole Prop,626383899,130004147,Deutschland,USD,NET30,2-way,No,,,US-AP,Tier 1,03/15/2026,"PLT-08, PLT-04"
V-100623,Draycott Hydraulics PLC,Draycott Hydraulics,On Hold,Partnership,02-4594113,658335440,United States,USD,Immediate,3-way,N,,draycott.hydraulics@draycotthyd.com,US-AP,3,,PLT-03
V-100624,Jarrow Weldments Ltd.,Jarrow Weldments,active,Partnership,42-8688269,53-239-5025,USA,USD,Due on receipt,2-way,no,,jarrow.weldments@jarrowwel.com,US-AP,Low,2026-08-16,PLT-01
V-100625,Yarborough Foundry LLC,,Draft,Sole Proprietor,22-8757178,734084030,,USD,Net 30,2 way,yes,Woman-Owned Small Business,yarborough.foundry@yarboroughfou.com,CA-AP,Tier 2,2026-08-22,PLT-06
V-100626,Alderman Springs Co,,inactive,Sole Proprietor,,,United Kingdom,US Dollar,2/10 Net 30,3-way,FALSE,,,US-AP,Tier 2,2028-11-23,PLT-12;PLT-04
V-100627,Eastgate Tooling Inc.,,draft,Corporation,47-5046016,,US,USD,Immediate,3-way,FALSE,,eastgate.tooling@eastgatetoo.com,,2,2027-12-06,PLT-09
V-102143,Quarrington Valves Co,,active,S-Corp,52-9325548,716925332,U.S.,MXN,Net30,3-way,N,,quarrington.valves@quarringtonval.com,US-AP,3,2027-03-23,PLT-08
V-100629,Hollingworth Valves LLC,,Pending,LLC,382527746,276392902,,,Net 45,3-way,False,,hollingworth.valves@hollingworthval.com,US-AP,Low,07/21/2028,PLT-08;PLT-12
V-100630,Thirlmere Fasteners PLC,Thirlmere Fasteners,Active,LLC,019065057,830876055,MX,EUR,Net 30,,YES,HUBZone,ap@thirlmerefas.com; thirlmere.fasteners@thirlmerefas.com,US-AP,2,10/12/2026,PLT-02
V-100631,Ingleby Forgings PLC,Ingleby Forgings,,Sole Proprietor,50-5149647,967868308,US,USD,Due on receipt,3 Way Match,,,ingleby.forgings@inglebyfor.com,EU-AP,Low,2027-04-02,PLT-03
V-100632,Eastgate Bearings Ltd.,Eastgate Bearings,Pending,LLC,68-9532994,905012853,USA,,Net 90,,T,VOSB,eastgate.bearings@eastgatebea.com,EU-AP,1,,PLT-02
V-100633,Yarborough Pneumatics S.A. de C.V.,,active,LLC,484435852,310322104,US,USD,Net 30,3-way,N,,yarborough.pneumatics@yarboroughpne.com,UK-AP,3,2027-02-24,PLT-06
V-100634,Pemberton Electrical Ltd.,Pemberton Electrical,active,Limited Liability Company,26-4683832,,,GBP,2/10 Net 30,3-way,No,,pemberton.electrical@pembertonele.com,EU-AP,2,2027-04-20,PLT-09;PLT-04;PLT-10
V-100635,Farndale Packaging Co,,Inactive,Corporation,06-5488679,770088727,Canada,EUR,Net 15,None,Y,Woman-Owned Small Business,farndale.packaging@farndalepac.com,US-AP,2,2026-11-23,PLT-01;PLT-09;PLT-12
V-100636,Elmswell Plating Corp,Elmswell Plating,Draft,LLC,667879682,164844995,CA,US Dollar,Net 60,2-way,F,,elmswell.plating@elmswellpla.com,CA-AP,Tier 1,2027-07-03,PLT-04
V-100637,Quarrington Logistics Co,Quarrington Logistics,Draft,Sole Proprietor,86-1101929,,Germany,USD,Net 15,2 Way Match,No,,quarrington.logistics@quarringtonlog.com,UK-AP,1,2027-12-14,PLT-02;PLT-08
V-100638,Wolverton Weldments GmbH,Wolverton Weldments,A,Corporation,394393035,286463110,US,USD,Net 45,2-way,,,wolverton.weldments@wolvertonwel.com,US-AP,2,2027-04-16,PLT-06
V-100639,Thirlmere Tooling S.A. de C.V.,Thirlmere Tooling,active,LLC,92-6167657,807730430,,EUR,Net30,none,0,,thirlmere.tooling@thirlmeretoo.com,,1,2028-09-07,"PLT-03, PLT-10"
V-100640,Quarrington Electrical LLC,Quarrington Electrical,,Corporation,40-0300235,704763466,United States,MXN,Net 90,3 way,N,,quarrington.electrical@quarringtonele.com,,Tier 1,2026-12-13,PLT-10;PLT-11
V-100641,Rushcliffe Calibration Ltd.,Rushcliffe Calibration,Active,S-Corp,695220532,88100866,Germany,US Dollar,Net30,3-way,False,,rushcliffe.calibration@rushcliffecal.com,,,02/03/2027,PLT-05
V-100642,Farndale Forgings Co,,On Hold,LLC,821681038,56-206-2301,DE,EUR,Net 60,3-way-direct,F,,farndale.forgings@farndalefor.com,US-AP,Tier 2,02/08/2027,"PLT-10, PLT-12"
V-100643,Ullswater Coatings Ltd,Ullswater Coatings,,S-Corp,928477561,412733277,United Kingdom,GBP,Net 30,3 Way Match,False,,ullswater.coatings@ullswatercoa.com,US-AP,1,2027-06-20,"PLT-12, PLT-06"
V-100644,Saltburn Lubricants PLC,,,LLC,85-3873713,414220830,U.S.,USD,Net 30,Two-way,F,,saltburn.lubricants@saltburnlub.com,EU-AP,Tier 1,2027-07-23,PLT-11
V-100645,Thirlmere Weldments S.A. de C.V.,Thirlmere Weldments,Pending,Corporation,69-8017976,956930072,Germany,EUR,Net 60,3-way-direct,,Woman-Owned Small Business,thirlmere.weldments@thirlmerewel.com,UK-AP,2,2028-06-02,PLT-09 / PLT-12 / PLT-07
V-100646,Wolverton Logistics S.A. de C.V.,,Inactive,Corporation,43-4174960,956666570,United States,,Net 30,2-way,0,,wolverton.logistics@wolvertonlog.com,MX-AP,1,05/17/2026,"PLT-09, PLT-01"
V-100647,Hollingworth Machining GmbH,Hollingworth Machining,active,Corporation,25-4501181,887432934,US,USD,Net 15,3-way-direct,Y,VOSB,ap@hollingworthmac.com; hollingworth.machining@hollingworthmac.com,US-AP,1,2028-09-23,"PLT-06, PLT-05, PLT-07"
V-100648,Farndale Weldments Co,Farndale Weldments,active,Corporation,003977782,05-359-0411,DE,,Due on receipt,Three way direct,,,farndale.weldments@farndalewel.com,US-AP,,06/02/2026,PLT-02;PLT-01
V-100649,Farndale Valves LLC,,Pending,Corporation,929654983,850094416,MX,USD,Net 30,3 way,F,,farndale.valves@farndaleval.com,,Medium,,PLT-06;PLT-07;PLT-09
V-100650,Ballantyne Extrusions S.A. de C.V.,Ballantyne Extrusions,active,Corporation,054099586,606364512,GB,GBP,Net 45,2-way,T,SDVOSB,ballantyne.extrusions@ballantyneext.com,,,,PLT-11;PLT-12
V-100651,Hollingworth Hydraulics Ltd.,,inactive,,95-6208535,53428506,CA,EUR,2/10 Net 30,3-way,N,,hollingworth.hydraulics@hollingworthhyd.com,EU-AP,1,12/01/2027,"PLT-08, PLT-10"
V-100652,Verwood Weldments LLC,Verwood Weldments,active,LLC,,583968100,DE,USD,Net 45,3 way,Yes,Woman-Owned Small Business,verwood.weldments@verwoodwel.com,US-AP,2,2027-11-03,PLT-04
V-100653,Denholm Springs Ltd.,Denholm Springs,Active,S-Corp,664590127,409881772,USA,USD,Immediate,,False,,denholm.springs.denholmspr.com,US-AP,2,2028-04-07,PLT-02;PLT-10
V-100654,Thirlmere Logistics Co,Thirlmere Logistics,draft,Corporation,42-7594815,610242138,United Kingdom,GBP,Net 30,3-way,0,,thirlmere.logistics@thirlmerelog.com,CA-AP,High,2027-09-08,PLT-12;PLT-08
V-100655,Yarborough Weldments Corp,Yarborough Weldments,A,Non-Profit,,432164140,Canada,GBP,Due on receipt,3-way,,,yarborough.weldments@yarboroughwel.com,UK-AP,,09/10/2027,"PLT-11, PLT-07"
V-100656,Ullswater Castings Ltd,Ullswater Castings,ACTIVE,Corporation,971496805,904879041,USA,USD,Net 15,2-way,FALSE,,ullswater.castings@ullswatercas.com,EU-AP,2,03/10/2026,PLT-12;PLT-05
V-100657,Fairweather Lubricants Co,Fairweather Lubricants,Active,,,909691962,USA,CAD,Net 30,3-way,false,,fairweather.lubricants@fairweatherlub.com,MX-AP,3,2028-03-28,PLT-10;PLT-07
V-100658,Jarrow Springs Inc.,Jarrow Springs,active,LLC,,483643344,United Kingdom,EUR,Net 45,2-way,0,,jarrow.springs@jarrowspr.com,US-AP,2,04/22/2026,"PLT-05, PLT-10"
V-100659,Lansdowne Lubricants Co,,Pending,Corporation,06-8050711,644361115,DE,USD,N30,3-way,no,,lansdowne.lubricants@lansdownelub.com,,2,2026-10-04,
V-100660,Rushcliffe Valves GmbH,Rushcliffe Valves,inactive,LLC,652272430,128565194,USA,US Dollar,Net 30,3 way,1,WBE,rushcliffe.valves@rushcliffeval.com,US-AP,Low,,PLT-09;PLT-01;PLT-11
V-100661,Ballantyne Hydraulics LLC,Ballantyne Hydraulics,active,Partnership,63-9577135,92330457,DE,EUR,Net 30,3-way-direct,YES,VOSB,ballantyne.hydraulics@ballantynehyd.com,US-AP,,08/17/2027,"PLT-01, PLT-11, PLT-09, PLT-07"
V-100662,Kettleby Coatings Inc,Kettleby Coatings,Draft,LLC,11-8984241,812078738,Canada,EUR,Net30,3 Way Match,No,HUBZone,,US-AP,High,2028-06-19,PLT-06
V-100663,Pemberton Hydraulics PLC,Pemberton Hydraulics,Active,LLC,54-3833064,492620183,Deutschland,EUR,Net 45,2-way,False,,pemberton.hydraulics@pembertonhyd.com,,2,,PLT-05
V-100664,Saltburn Springs Ltd,,Draft,S-Corp,,587995206,MX,USD,Net 90,2 way,N,,saltburn.springs@saltburnspr.com,UK-AP,Medium,2027-05-25,PLT-08
V-100665,Hollingworth Gasket GmbH,Hollingworth Gasket,draft,LLC,84-5924897,09716801,USA,USD,Net 30,None,N,,hollingworth.gasket@hollingworthgas.com,MX-AP,2,,PLT-06;PLT-12
V-100666,Ashworth Packaging S.A. de C.V.,Ashworth Packaging,Active,LLC,261615107,54-714-4244,US,Euro,Net 30,Two-way,N,,ashworth.packaging@ashworthpac.com,US-AP,2,03/17/2026,PLT-04
V-100667,Kettleby Abrasives S.A. de C.V.,Kettleby Abrasives,Pending,LLC,01-0932851,06595705,Germany,MXN,Net 30,3-way,Y,Minority Business Enterprise,kettleby.abrasives@kettlebyabr.com,EU-AP,3,2026-04-28,"PLT-07, PLT-09, PLT-05, PLT-10"
V-100668,Culverton Foundry S.A. de C.V.,Culverton Foundry,active,LLC,,349775984,Deutschland,USD,Net 30,Two-way,0,,culverton.foundry@culvertonfou.com,EU-AP,2,2028-02-15,PLT-01
V-100669,Ullswater Springs Inc.,,active,LLC,,146812266,USA,MXN,Net 90,Two-way,false,,ullswater.springs@ullswaterspr.com,US-AP,1,,PLT-07;PLT-02
V-100670,Alderman Electrical Corp,,active,S-Corp,345988210,293592100,,,Net 15,2-way,N,,ap@aldermanele.com; alderman.electrical@aldermanele.com,US-AP,Low,,PLT-03
V-100671,Hollingworth Hydraulics Ltd.,Hollingworth Hydraulics,Active,Non-Profit,78-5556962,30999611,USA,,Net 30,None,T,DBE,hollingworth.hydraulics@hollingworthhyd.com,US-AP,1,2028-06-10,"PLT-10, PLT-09, PLT-04, PLT-01"
V-100672,Ballantyne Bearings LLC,Ballantyne Bearings,Active,LLC,466328060,883200419,US,USD,Net 15,2 way,0,,ballantyne.bearings@ballantynebea.com,US-AP,Tier 3,2026-03-18,
V-100673,Verwood Foundry Inc,Verwood Foundry,Active,Corporation,23-2522087,998044068,Canada,USD,Net 30,3-way,T,WBE,,US-AP,3,12/03/2026,PLT-04;PLT-02;PLT-12;PLT-01
V-100674,Pemberton Calibration GmbH,Pemberton Calibration,draft,,38-3492290,120312561,United States,USD,Net 30,None,,,,UK-AP,Low,2027-02-14,PLT-09
V-100675,Grimsby Forgings S.A. de C.V.,,Active,Corporation,885980307,,CA,USD,NET30,3 Way Match,no,,grimsby.forgings@grimsbyfor.com,EU-AP,,2028-11-01,PLT-03
V-100676,Kettleby Weldments S.A. de C.V.,Kettleby Weldments,active,S-Corp,26-3420120,965666532,MX,MXN,Net30,None,YES,HUBZone,kettleby.weldments.kettlebywel.com,US-AP,Medium,08/13/2027,PLT-08
V-100677,Jarrow Fabrication Ltd,Jarrow Fabrication,inactive,Corporation,37-5966743,321743583,US,MXN,Due on receipt,3 way,yes,DBE,jarrow.fabrication@jarrowfab.com,US-AP,1,2028-02-28,PLT-02
